# cid2code.txt (Version 08/23/2009)
#
# The data in this table contains nineteen tab-delimited columns of
# information. The contents of this file supplement Technical Note 
# #5080 "Adobe-CNS1-6 Character Collection for CID-Keyed Fonts":
#
# http://www.adobe.com/devnet/font/
#
# This table contains lists CIDs 0 through 19155 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded value.
# Here are some common aspects of the data that you will find in this
# table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 19, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "B5-H" and "B5-V" CMaps (Big
#   Five character set, Big Five encoding, half-width Latin
#   characters).
#
# o Column 3: Character codes for the "B5pc-H" and "B5pc-V" CMaps
#   (MacOS-T character set, Big Five encoding, proportional Latin
#   characters).
#
# o Column 4: Character codes for the "ETen-B5-H" and "ETen-B5-V"
#   CMaps (Big Five character set with ETen extensions, Big Five
#   encoding, half-width Latin characters).
#
# o Column 5: Character codes for the "ETenms-B5-H" and
#   "ETenms-B5-V" CMaps (Big Five character set with ETen extensions,
#   Big Five encoding, proportional Latin characters).
#
# o Column 6: Character codes for the "CNS1-H" and "CNS1-V" CMaps
#   (CNS 11643-1992 character set, Plane 1, ISO-2022-CN encoding).
#
# o Column 7: Character codes for the "CNS2-H" and "CNS2-V" CMaps
#   (CNS 11643-1992 character set, Plane 2, ISO-2022-CN encoding).
#
# o Column 8: Character codes for the "CNS-EUC-H" and "CNS-EUC-V"
#   CMaps (CNS 11643-1992 character set, Planes 1 and 2, EUC-TW
#   encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "UniCNS-UCS2-H" and
#   "UniCNS-UCS2-V" CMaps (Unicode UCS-2 encoding, proportional
#   Latin characters).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 10: Character codes for the "UniCNS-UTF8-H" and
#   "UniCNS-UTF8-V" CMaps (Unicode 5.2 UTF-8 encoding, proportional Latin
#   characters).
#
# o Column 11: Character codes for the "UniCNS-UTF16-H" and
#   "UniCNS-UTF16-V" CMaps (Unicode 5.2 UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 12: Character codes for the "UniCNS-UTF32-H" and
#   "UniCNS-UTF32-V" CMaps (Unicode 5.2 UTF-32 encoding, proportional
#   Latin characters).
#
# o Column 13: Character codes for the "ETHK-B5-H" and "ETHK-B5-V"
#   CMaps (Big Five character set with the ETen and Hong Kong SCS
#   extensions, Big Five encoding, proportional Latin characters).
#
# o Column 14: Character codes for the "HKdla-B5-H" and "HKdla-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   A with 784 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 15: Character codes for the "HKdlb-B5-H" and "HKdlb-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   B with 665 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 16: Character codes for the "HKgccs-B5-H" and "HKgccs-B5-V"
#   CMaps (Big Five character set with Hong Kong's GCCS extension, Big
#   Five encoding, proportional Latin characters).
#
# o Column 17: Character codes for the "HKm314-B5-H" and "HKm314-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 314 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 18: Character codes for the "HKm471-B5-H" and "HKm471-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 471 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 19: Character codes for the "HKscs-B5-H" and "HKscs-B5-V"
#   CMaps (Big Five character set with Hong Kong's SCS extension,
#   Big Five encoding, proportional Latin characters).
#
CID	B5	B5pc	ETen-B5	ETenms-B5	CNS1	CNS2	CNS-EUC	UniCNS-UCS2	UniCNS-UTF8	UniCNS-UTF16	UniCNS-UTF32	ETHK-B5	HKdla-B5	HKdlb-B5	HKgccs-B5	HKm314-B5	HKm471-B5	HKscs-B5
8602	d9c2	d9c2	d9c2	*	*	3c65	8ea2bce5,8ea2bce5v	68ef	e6a3af	68ef	000068ef	d9c2	d9c2	d9c2	d9c2	d9c2	d9c2	d9c2
8603	d9c3	d9c3	d9c3	*	*	3c66	8ea2bce6,8ea2bce6v	68c6	e6a386	68c6	000068c6	d9c3	d9c3	d9c3	d9c3	d9c3	d9c3	d9c3
8604	d9c4	d9c4	d9c4	*	*	3c67	8ea2bce7,8ea2bce7v	6914	e6a494	6914	00006914	d9c4	d9c4	d9c4	d9c4	d9c4	d9c4	d9c4
8605	d9c5	d9c5	d9c5	*	*	3c68	8ea2bce8,8ea2bce8v	68f8	e6a3b8	68f8	000068f8	d9c5	d9c5	d9c5	d9c5	d9c5	d9c5	d9c5
8606	d9c6	d9c6	d9c6	*	*	3c69	8ea2bce9,8ea2bce9v	68d0	e6a390	68d0	000068d0	d9c6	d9c6	d9c6	d9c6	d9c6	d9c6	d9c6
8607	d9c7	d9c7	d9c7	*	*	3c6a	8ea2bcea,8ea2bceav	68fd	e6a3bd	68fd	000068fd	d9c7	d9c7	d9c7	d9c7	d9c7	d9c7	d9c7
8608	d9c8	d9c8	d9c8	*	*	3c6b	8ea2bceb,8ea2bcebv	68fc	e6a3bc	68fc	000068fc	d9c8	d9c8	d9c8	d9c8	d9c8	d9c8	d9c8
8609	d9c9	d9c9	d9c9	*	*	3c6c	8ea2bcec,8ea2bcecv	68e8	e6a3a8	68e8	000068e8	d9c9	d9c9	d9c9	d9c9	d9c9	d9c9	d9c9
8610	d9ca	d9ca	d9ca	*	*	3c6d	8ea2bced,8ea2bcedv	690b	e6a48b	690b	0000690b	d9ca	d9ca	d9ca	d9ca	d9ca	d9ca	d9ca
8611	d9cb	d9cb	d9cb	*	*	3c6e	8ea2bcee,8ea2bceev	690a	e6a48a	690a	0000690a	d9cb	d9cb	d9cb	d9cb	d9cb	d9cb	d9cb
8612	d9cc	d9cc	d9cc	*	*	3c6f	8ea2bcef,8ea2bcefv	6917	e6a497	6917	00006917	d9cc	d9cc	d9cc	d9cc	d9cc	d9cc	d9cc
8613	d9cd	d9cd	d9cd	*	*	3c70	8ea2bcf0,8ea2bcf0v	68ce	e6a38e	68ce	000068ce	d9cd	d9cd	d9cd	d9cd	d9cd	d9cd	d9cd
8614	d9ce	d9ce	d9ce	*	*	3c71	8ea2bcf1,8ea2bcf1v	68c8	e6a388	68c8	000068c8	d9ce	d9ce	d9ce	d9ce	d9ce	d9ce	d9ce
8615	d9cf	d9cf	d9cf	*	*	3c72	8ea2bcf2,8ea2bcf2v	68dd	e6a39d	68dd	000068dd	d9cf	d9cf	d9cf	d9cf	d9cf	d9cf	d9cf
8616	d9d0	d9d0	d9d0	*	*	3c73	8ea2bcf3,8ea2bcf3v	68de	e6a39e	68de	000068de	d9d0	d9d0	d9d0	d9d0	d9d0	d9d0	d9d0
8617	d9d1	d9d1	d9d1	*	*	3c74	8ea2bcf4,8ea2bcf4v	68e6	e6a3a6	68e6	000068e6	d9d1	d9d1	d9d1	d9d1	d9d1	d9d1	d9d1
8618	d9d2	d9d2	d9d2	*	*	3c75	8ea2bcf5,8ea2bcf5v	68f4	e6a3b4	68f4	000068f4	d9d2	d9d2	d9d2	d9d2	d9d2	d9d2	d9d2
8619	d9d3	d9d3	d9d3	*	*	3c76	8ea2bcf6,8ea2bcf6v	68d1	e6a391	68d1	000068d1	d9d3	d9d3	d9d3	d9d3	d9d3	d9d3	d9d3
8620	d9d4	d9d4	d9d4	*	*	3c77	8ea2bcf7,8ea2bcf7v	6906	e6a486	6906	00006906	d9d4	d9d4	d9d4	d9d4	d9d4	d9d4	d9d4
8621	d9d5	d9d5	d9d5	*	*	3c78	8ea2bcf8,8ea2bcf8v	68d4	e6a394	68d4	000068d4	d9d5	d9d5	d9d5	d9d5	d9d5	d9d5	d9d5
8622	d9d6	d9d6	d9d6	*	*	3c79	8ea2bcf9,8ea2bcf9v	68e9	e6a3a9	68e9	000068e9	d9d6	d9d6	d9d6	d9d6	d9d6	d9d6	d9d6
8623	d9d7	d9d7	d9d7	*	*	3c7a	8ea2bcfa,8ea2bcfav	6915	e6a495	6915	00006915	d9d7	d9d7	d9d7	d9d7	d9d7	d9d7	d9d7
8624	d9d8	d9d8	d9d8	*	*	3c7b	8ea2bcfb,8ea2bcfbv	6925	e6a4a5	6925	00006925	d9d8	d9d8	d9d8	d9d8	d9d8	d9d8	d9d8
8625	d9d9	d9d9	d9d9	*	*	3c7c	8ea2bcfc,8ea2bcfcv	68c7	e6a387	68c7	000068c7	d9d9	d9d9	d9d9	d9d9	d9d9	d9d9	d9d9
8626	d9da	d9da	d9da	*	*	3c7d	8ea2bcfd,8ea2bcfdv	6b39	e6acb9	6b39	00006b39	d9da	d9da	d9da	d9da	d9da	d9da	d9da
8627	d9db	d9db	d9db	*	*	3c7e	8ea2bcfe,8ea2bcfev	6b3b	e6acbb	6b3b	00006b3b	d9db	d9db	d9db	d9db	d9db	d9db	d9db
8628	d9dc	d9dc	d9dc	*	*	3d21	8ea2bda1,8ea2bda1v	6b3f	e6acbf	6b3f	00006b3f	d9dc	d9dc	d9dc	d9dc	d9dc	d9dc	d9dc
8629	d9dd	d9dd	d9dd	*	*	3d22	8ea2bda2,8ea2bda2v	6b3c	e6acbc	6b3c	00006b3c	d9dd	d9dd	d9dd	d9dd	d9dd	d9dd	d9dd
8630	d9de	d9de	d9de	*	*	3d23	8ea2bda3,8ea2bda3v	6b94	e6ae94	6b94	00006b94	d9de	d9de	d9de	d9de	d9de	d9de	d9de
8631	d9df	d9df	d9df	*	*	3d24	8ea2bda4,8ea2bda4v	6b97	e6ae97	6b97	00006b97	d9df	d9df	d9df	d9df	d9df	d9df	d9df
8632	d9e0	d9e0	d9e0	*	*	3d25	8ea2bda5,8ea2bda5v	6b99	e6ae99	6b99	00006b99	d9e0	d9e0	d9e0	d9e0	d9e0	d9e0	d9e0
8633	d9e1	d9e1	d9e1	*	*	3d26	8ea2bda6,8ea2bda6v	6b95	e6ae95	6b95	00006b95	d9e1	d9e1	d9e1	d9e1	d9e1	d9e1	d9e1
8634	d9e2	d9e2	d9e2	*	*	3d27	8ea2bda7,8ea2bda7v	6bbd	e6aebd	6bbd	00006bbd	d9e2	d9e2	d9e2	d9e2	d9e2	d9e2	d9e2
8635	d9e3	d9e3	d9e3	*	*	3d28	8ea2bda8,8ea2bda8v	6bf0	e6afb0	6bf0	00006bf0	d9e3	d9e3	d9e3	d9e3	d9e3	d9e3	d9e3
8636	d9e4	d9e4	d9e4	*	*	3d29	8ea2bda9,8ea2bda9v	6bf2	e6afb2	6bf2	00006bf2	d9e4	d9e4	d9e4	d9e4	d9e4	d9e4	d9e4
8637	d9e5	d9e5	d9e5	*	*	3d2a	8ea2bdaa,8ea2bdaav	6bf3	e6afb3	6bf3	00006bf3	d9e5	d9e5	d9e5	d9e5	d9e5	d9e5	d9e5
8638	d9e6	d9e6	d9e6	*	*	3d2b	8ea2bdab,8ea2bdabv	6c30	e6b0b0	6c30	00006c30	d9e6	d9e6	d9e6	d9e6	d9e6	d9e6	d9e6
8639	d9e7	d9e7	d9e7	*	*	3d2c	8ea2bdac,8ea2bdacv	6dfc	e6b7bc	6dfc	00006dfc	d9e7	d9e7	d9e7	d9e7	d9e7	d9e7	d9e7
8640	d9e8	d9e8	d9e8	*	*	3d2d	8ea2bdad,8ea2bdadv	6e46	e6b986	6e46	00006e46	d9e8	d9e8	d9e8	d9e8	d9e8	d9e8	d9e8
8641	d9e9	d9e9	d9e9	*	*	3d2e	8ea2bdae,8ea2bdaev	6e47	e6b987	6e47	00006e47	d9e9	d9e9	d9e9	d9e9	d9e9	d9e9	d9e9
8642	d9ea	d9ea	d9ea	*	*	3d2f	8ea2bdaf,8ea2bdafv	6e1f	e6b89f	6e1f	00006e1f	d9ea	d9ea	d9ea	d9ea	d9ea	d9ea	d9ea
8643	d9eb	d9eb	d9eb	*	*	3d30	8ea2bdb0,8ea2bdb0v	6e49	e6b989	6e49	00006e49	d9eb	d9eb	d9eb	d9eb	d9eb	d9eb	d9eb
8644	d9ec	d9ec	d9ec	*	*	3d31	8ea2bdb1,8ea2bdb1v	6e88	e6ba88	6e88	00006e88	d9ec	d9ec	d9ec	d9ec	d9ec	d9ec	d9ec
8645	d9ed	d9ed	d9ed	*	*	3d32	8ea2bdb2,8ea2bdb2v	6e3c	e6b8bc	6e3c	00006e3c	d9ed	d9ed	d9ed	d9ed	d9ed	d9ed	d9ed
8646	d9ee	d9ee	d9ee	*	*	3d33	8ea2bdb3,8ea2bdb3v	6e3d	e6b8bd	6e3d	00006e3d	d9ee	d9ee	d9ee	d9ee	d9ee	d9ee	d9ee
8647	d9ef	d9ef	d9ef	*	*	3d34	8ea2bdb4,8ea2bdb4v	6e45	e6b985	6e45	00006e45	d9ef	d9ef	d9ef	d9ef	d9ef	d9ef	d9ef
8648	d9f0	d9f0	d9f0	*	*	3d35	8ea2bdb5,8ea2bdb5v	6e62	e6b9a2	6e62	00006e62	d9f0	d9f0	d9f0	d9f0	d9f0	d9f0	d9f0
8649	d9f1	d9f1	d9f1	*	*	3d36	8ea2bdb6,8ea2bdb6v	6e2b	e6b8ab	6e2b	00006e2b	d9f1	d9f1	d9f1	d9f1	d9f1	d9f1	d9f1
8650	d9f2	d9f2	d9f2	*	*	3d37	8ea2bdb7,8ea2bdb7v	6e3f	e6b8bf	6e3f	00006e3f	d9f2	d9f2	d9f2	d9f2	d9f2	d9f2	d9f2
8651	d9f3	d9f3	d9f3	*	*	3d38	8ea2bdb8,8ea2bdb8v	6e41	e6b981	6e41	00006e41	d9f3	d9f3	d9f3	d9f3	d9f3	d9f3	d9f3
8652	d9f4	d9f4	d9f4	*	*	3d39	8ea2bdb9,8ea2bdb9v	6e5d	e6b99d	6e5d	00006e5d	d9f4	d9f4	d9f4	d9f4	d9f4	d9f4	d9f4
8653	d9f5	d9f5	d9f5	*	*	3d3a	8ea2bdba,8ea2bdbav	6e73	e6b9b3	6e73	00006e73	d9f5	d9f5	d9f5	d9f5	d9f5	d9f5	d9f5
8654	d9f6	d9f6	d9f6	*	*	3d3b	8ea2bdbb,8ea2bdbbv	6e1c	e6b89c	6e1c	00006e1c	d9f6	d9f6	d9f6	d9f6	d9f6	d9f6	d9f6
8655	d9f7	d9f7	d9f7	*	*	3d3c	8ea2bdbc,8ea2bdbcv	6e33	e6b8b3	6e33	00006e33	d9f7	d9f7	d9f7	d9f7	d9f7	d9f7	d9f7
8656	d9f8	d9f8	d9f8	*	*	3d3d	8ea2bdbd,8ea2bdbdv	6e4b	e6b98b	6e4b	00006e4b	d9f8	d9f8	d9f8	d9f8	d9f8	d9f8	d9f8
8657	d9f9	d9f9	d9f9	*	*	3d3e	8ea2bdbe,8ea2bdbev	6e40	e6b980	6e40	00006e40	d9f9	d9f9	d9f9	d9f9	d9f9	d9f9	d9f9
8658	d9fa	d9fa	d9fa	*	*	3d3f	8ea2bdbf,8ea2bdbfv	6e51	e6b991	6e51	00006e51	d9fa	d9fa	d9fa	d9fa	d9fa	d9fa	d9fa
8659	d9fb	d9fb	d9fb	*	*	3d40	8ea2bdc0,8ea2bdc0v	6e3b	e6b8bb	6e3b	00006e3b	d9fb	d9fb	d9fb	d9fb	d9fb	d9fb	d9fb
8660	d9fc	d9fc	d9fc	*	*	3d41	8ea2bdc1,8ea2bdc1v	6e03	e6b883	6e03	00006e03	d9fc	d9fc	d9fc	d9fc	d9fc	d9fc	d9fc
8661	d9fd	d9fd	d9fd	*	*	3d42	8ea2bdc2,8ea2bdc2v	6e2e	e6b8ae	6e2e	00006e2e	d9fd	d9fd	d9fd	d9fd	d9fd	d9fd	d9fd
8662	d9fe	d9fe	d9fe	*	*	3d43	8ea2bdc3,8ea2bdc3v	6e5e	e6b99e	6e5e	00006e5e	d9fe	d9fe	d9fe	d9fe	d9fe	d9fe	d9fe
8663	da40	da40	da40	*	*	3d44	8ea2bdc4,8ea2bdc4v	6e68	e6b9a8	6e68	00006e68	da40	da40	da40	da40	da40	da40	da40
8664	da41	da41	da41	*	*	3d45	8ea2bdc5,8ea2bdc5v	6e5c	e6b99c	6e5c	00006e5c	da41	da41	da41	da41	da41	da41	da41
8665	da42	da42	da42	*	*	3d46	8ea2bdc6,8ea2bdc6v	6e61	e6b9a1	6e61	00006e61	da42	da42	da42	da42	da42	da42	da42
8666	da43	da43	da43	*	*	3d47	8ea2bdc7,8ea2bdc7v	6e31	e6b8b1	6e31	00006e31	da43	da43	da43	da43	da43	da43	da43
8667	da44	da44	da44	*	*	3d48	8ea2bdc8,8ea2bdc8v	6e28	e6b8a8	6e28	00006e28	da44	da44	da44	da44	da44	da44	da44
8668	da45	da45	da45	*	*	3d49	8ea2bdc9,8ea2bdc9v	6e60	e6b9a0	6e60	00006e60	da45	da45	da45	da45	da45	da45	da45
8669	da46	da46	da46	*	*	3d4a	8ea2bdca,8ea2bdcav	6e71	e6b9b1	6e71	00006e71	da46	da46	da46	da46	da46	da46	da46
8670	da47	da47	da47	*	*	3d4b	8ea2bdcb,8ea2bdcbv	6e6b	e6b9ab	6e6b	00006e6b	da47	da47	da47	da47	da47	da47	da47
8671	da48	da48	da48	*	*	3d4c	8ea2bdcc,8ea2bdccv	6e39	e6b8b9	6e39	00006e39	da48	da48	da48	da48	da48	da48	da48
8672	da49	da49	da49	*	*	3d4d	8ea2bdcd,8ea2bdcdv	6e22	e6b8a2	6e22	00006e22	da49	da49	da49	da49	da49	da49	da49
8673	da4a	da4a	da4a	*	*	3d4e	8ea2bdce,8ea2bdcev	6e30	e6b8b0	6e30	00006e30	da4a	da4a	da4a	da4a	da4a	da4a	da4a
8674	da4b	da4b	da4b	*	*	3d4f	8ea2bdcf,8ea2bdcfv	6e53	e6b993	6e53	00006e53	da4b	da4b	da4b	da4b	da4b	da4b	da4b
8675	da4c	da4c	da4c	*	*	3d50	8ea2bdd0,8ea2bdd0v	6e65	e6b9a5	6e65	00006e65	da4c	da4c	da4c	da4c	da4c	da4c	da4c
8676	da4d	da4d	da4d	*	*	3d51	8ea2bdd1,8ea2bdd1v	6e27	e6b8a7	6e27	00006e27	da4d	da4d	da4d	da4d	da4d	da4d	da4d
8677	da4e	da4e	da4e	*	*	3d52	8ea2bdd2,8ea2bdd2v	6e78	e6b9b8	6e78	00006e78	da4e	da4e	da4e	da4e	da4e	da4e	da4e
8678	da4f	da4f	da4f	*	*	3d53	8ea2bdd3,8ea2bdd3v	6e64	e6b9a4	6e64	00006e64	da4f	da4f	da4f	da4f	da4f	da4f	da4f
8679	da50	da50	da50	*	*	3d54	8ea2bdd4,8ea2bdd4v	6e77	e6b9b7	6e77	00006e77	da50	da50	da50	da50	da50	da50	da50
8680	da51	da51	da51	*	*	3d55	8ea2bdd5,8ea2bdd5v	6e55	e6b995	6e55	00006e55	da51	da51	da51	da51	da51	da51	da51
8681	da52	da52	da52	*	*	3d56	8ea2bdd6,8ea2bdd6v	6e79	e6b9b9	6e79	00006e79	da52	da52	da52	da52	da52	da52	da52
8682	da53	da53	da53	*	*	3d57	8ea2bdd7,8ea2bdd7v	6e52	e6b992	6e52	00006e52	da53	da53	da53	da53	da53	da53	da53
8683	da54	da54	da54	*	*	3d58	8ea2bdd8,8ea2bdd8v	6e66	e6b9a6	6e66	00006e66	da54	da54	da54	da54	da54	da54	da54
8684	da55	da55	da55	*	*	3d59	8ea2bdd9,8ea2bdd9v	6e35	e6b8b5	6e35	00006e35	da55	da55	da55	da55	da55	da55	da55
8685	da56	da56	da56	*	*	3d5a	8ea2bdda,8ea2bddav	6e36	e6b8b6	6e36	00006e36	da56	da56	da56	da56	da56	da56	da56
8686	da57	da57	da57	*	*	3d5b	8ea2bddb,8ea2bddbv	6e5a	e6b99a	6e5a	00006e5a	da57	da57	da57	da57	da57	da57	da57
8687	da58	da58	da58	*	*	3d5c	8ea2bddc,8ea2bddcv	7120	e784a0	7120	00007120	da58	da58	da58	da58	da58	da58	da58
8688	da59	da59	da59	*	*	3d5d	8ea2bddd,8ea2bdddv	711e	e7849e	711e	0000711e	da59	da59	da59	da59	da59	da59	da59
8689	da5a	da5a	da5a	*	*	3d5e	8ea2bdde,8ea2bddev	712f	e784af	712f	0000712f	da5a	da5a	da5a	da5a	da5a	da5a	da5a
8690	da5b	da5b	da5b	*	*	3d5f	8ea2bddf,8ea2bddfv	70fb	e783bb	70fb	000070fb	da5b	da5b	da5b	da5b	da5b	da5b	da5b
8691	da5c	da5c	da5c	*	*	3d60	8ea2bde0,8ea2bde0v	712e	e784ae	712e	0000712e	da5c	da5c	da5c	da5c	da5c	da5c	da5c
8692	da5d	da5d	da5d	*	*	3d61	8ea2bde1,8ea2bde1v	7131	e784b1	7131	00007131	da5d	da5d	da5d	da5d	da5d	da5d	da5d
8693	da5e	da5e	da5e	*	*	3d62	8ea2bde2,8ea2bde2v	7123	e784a3	7123	00007123	da5e	da5e	da5e	da5e	da5e	da5e	da5e
8694	da5f	da5f	da5f	*	*	3d63	8ea2bde3,8ea2bde3v	7125	e784a5	7125	00007125	da5f	da5f	da5f	da5f	da5f	da5f	da5f
8695	da60	da60	da60	*	*	3d64	8ea2bde4,8ea2bde4v	7122	e784a2	7122	00007122	da60	da60	da60	da60	da60	da60	da60
8696	da61	da61	da61	*	*	3d65	8ea2bde5,8ea2bde5v	7132	e784b2	7132	00007132	da61	da61	da61	da61	da61	da61	da61
8697	da62	da62	da62	*	*	3d66	8ea2bde6,8ea2bde6v	711f	e7849f	711f	0000711f	da62	da62	da62	da62	da62	da62	da62
8698	da63	da63	da63	*	*	3d67	8ea2bde7,8ea2bde7v	7128	e784a8	7128	00007128	da63	da63	da63	da63	da63	da63	da63
8699	da64	da64	da64	*	*	3d68	8ea2bde8,8ea2bde8v	713a	e784ba	713a	0000713a	da64	da64	da64	da64	da64	da64	da64
8700	da65	da65	da65	*	*	3d69	8ea2bde9,8ea2bde9v	711b	e7849b	711b	0000711b	da65	da65	da65	da65	da65	da65	da65
8701	da66	da66	da66	*	*	3d6a	8ea2bdea,8ea2bdeav	724b	e7898b	724b	0000724b	da66	da66	da66	da66	da66	da66	da66
8702	da67	da67	da67	*	*	3d6b	8ea2bdeb,8ea2bdebv	725a	e7899a	725a	0000725a	da67	da67	da67	da67	da67	da67	da67
8703	da68	da68	da68	*	*	3d6c	8ea2bdec,8ea2bdecv	7288	e78a88	7288	00007288	da68	da68	da68	da68	da68	da68	da68
8704	da69	da69	da69	*	*	3d6d	8ea2bded,8ea2bdedv	7289	e78a89	7289	00007289	da69	da69	da69	da69	da69	da69	da69
8705	da6a	da6a	da6a	*	*	3d6e	8ea2bdee,8ea2bdeev	7286	e78a86	7286	00007286	da6a	da6a	da6a	da6a	da6a	da6a	da6a
8706	da6b	da6b	da6b	*	*	3d6f	8ea2bdef,8ea2bdefv	7285	e78a85	7285	00007285	da6b	da6b	da6b	da6b	da6b	da6b	da6b
8707	da6c	da6c	da6c	*	*	3d70	8ea2bdf0,8ea2bdf0v	728b	e78a8b	728b	0000728b	da6c	da6c	da6c	da6c	da6c	da6c	da6c
8708	da6d	da6d	da6d	*	*	3d71	8ea2bdf1,8ea2bdf1v	7312	e78c92	7312	00007312	da6d	da6d	da6d	da6d	da6d	da6d	da6d
8709	da6e	da6e	da6e	*	*	3d72	8ea2bdf2,8ea2bdf2v	730b	e78c8b	730b	0000730b	da6e	da6e	da6e	da6e	da6e	da6e	da6e
8710	da6f	da6f	da6f	*	*	3d73	8ea2bdf3,8ea2bdf3v	7330	e78cb0	7330	00007330	da6f	da6f	da6f	da6f	da6f	da6f	da6f
8711	da70	da70	da70	*	*	3d74	8ea2bdf4,8ea2bdf4v	7322	e78ca2	7322	00007322	da70	da70	da70	da70	da70	da70	da70
8712	da71	da71	da71	*	*	3d75	8ea2bdf5,8ea2bdf5v	7331	e78cb1	7331	00007331	da71	da71	da71	da71	da71	da71	da71
8713	da72	da72	da72	*	*	3d76	8ea2bdf6,8ea2bdf6v	7333	e78cb3	7333	00007333	da72	da72	da72	da72	da72	da72	da72
8714	da73	da73	da73	*	*	3d77	8ea2bdf7,8ea2bdf7v	7327	e78ca7	7327	00007327	da73	da73	da73	da73	da73	da73	da73
8715	da74	da74	da74	*	*	3d78	8ea2bdf8,8ea2bdf8v	7332	e78cb2	7332	00007332	da74	da74	da74	da74	da74	da74	da74
8716	da75	da75	da75	*	*	3d79	8ea2bdf9,8ea2bdf9v	732d	e78cad	732d	0000732d	da75	da75	da75	da75	da75	da75	da75
8717	da76	da76	da76	*	*	3d7a	8ea2bdfa,8ea2bdfav	7326	e78ca6	7326	00007326	da76	da76	da76	da76	da76	da76	da76
8718	da77	da77	da77	*	*	3d7b	8ea2bdfb,8ea2bdfbv	7323	e78ca3	7323	00007323	da77	da77	da77	da77	da77	da77	da77
8719	da78	da78	da78	*	*	3d7c	8ea2bdfc,8ea2bdfcv	7335	e78cb5	7335	00007335	da78	da78	da78	da78	da78	da78	da78
8720	da79	da79	da79	*	*	3d7d	8ea2bdfd,8ea2bdfdv	730c	e78c8c	730c	0000730c	da79	da79	da79	da79	da79	da79	da79
8721	da7a	da7a	da7a	*	*	3d7e	8ea2bdfe,8ea2bdfev	742e	e790ae	742e	0000742e	da7a	da7a	da7a	da7a	da7a	da7a	da7a
8722	da7b	da7b	da7b	*	*	3e21	8ea2bea1,8ea2bea1v	742c	e790ac	742c	0000742c	da7b	da7b	da7b	da7b	da7b	da7b	da7b
8723	da7c	da7c	da7c	*	*	3e22	8ea2bea2,8ea2bea2v	7430	e790b0	7430	00007430	da7c	da7c	da7c	da7c	da7c	da7c	da7c
8724	da7d	da7d	da7d	*	*	3e23	8ea2bea3,8ea2bea3v	742b	e790ab	742b	0000742b	da7d	da7d	da7d	da7d	da7d	da7d	da7d
8725	da7e	da7e	da7e	*	*	3e24	8ea2bea4,8ea2bea4v	7416	e79096	7416	00007416	da7e	da7e	da7e	da7e	da7e	da7e	da7e
8726	daa1	daa1	daa1	*	*	3e25	8ea2bea5,8ea2bea5v	741a	e7909a	741a	0000741a	daa1	daa1	daa1	daa1	daa1	daa1	daa1
8727	daa2	daa2	daa2	*	*	3e26	8ea2bea6,8ea2bea6v	7421	e790a1	7421	00007421	daa2	daa2	daa2	daa2	daa2	daa2	daa2
8728	daa3	daa3	daa3	*	*	3e27	8ea2bea7,8ea2bea7v	742d	e790ad	742d	0000742d	daa3	daa3	daa3	daa3	daa3	daa3	daa3
8729	daa4	daa4	daa4	*	*	3e28	8ea2bea8,8ea2bea8v	7431	e790b1	7431	00007431	daa4	daa4	daa4	daa4	daa4	daa4	daa4
8730	daa5	daa5	daa5	*	*	3e29	8ea2bea9,8ea2bea9v	7424	e790a4	7424	00007424	daa5	daa5	daa5	daa5	daa5	daa5	daa5
8731	daa6	daa6	daa6	*	*	3e2a	8ea2beaa,8ea2beaav	7423	e790a3	7423	00007423	daa6	daa6	daa6	daa6	daa6	daa6	daa6
8732	daa7	daa7	daa7	*	*	3e2b	8ea2beab,8ea2beabv	741d	e7909d	741d	0000741d	daa7	daa7	daa7	daa7	daa7	daa7	daa7
8733	daa8	daa8	daa8	*	*	3e2c	8ea2beac,8ea2beacv	7429	e790a9	7429	00007429	daa8	daa8	daa8	daa8	daa8	daa8	daa8
